id,brand,line,format,life_stage,breed_size,primary_proteins,grain_free,ingredients,allergen_tags,protein_pct,fat_pct,ash_pct,fiber_pct,moisture_pct,calcium_pct,phosphorus_pct,omega_6_fatty_acids,omega_3_fatty_acids,DHA,EPA,kcal_per_cup,kcal_per_kg,kibble_size,tags,size_kg,price,price_per_kg,retailer,image,source_url,updated_at
Acana-Highest-Protein-Wild-Prairie,Acana,Highest Protein,dry,all,all,"Chicken,Turkey,Herring,Trout,Egg",TRUE,"Fresh chicken (13%), raw turkey (9%), fresh chicken giblets (liver, heart, gizzard) (8%), chicken meal (8%), herring meal (7%), turkey meal (7%), whole red lentils, whole chickpeas, whole green peas, chicken fat (5%), raw trout (5%), fresh eggs (5%), whole green lentils, whole pinto beans, whole yellow peas, fish oil (2%), lentil fibre, pea starch, raw turkey liver (1%), dried kelp, salt, yeast, fresh whole pumpkin, fresh whole butternut squash, fresh whole carrots, fresh whole apples, fresh whole pears, fresh whole zucchini, fresh kale, fresh spinach, fresh turnip greens, fresh beet greens, whole cranberries, whole blueberries, dried chicory root, turmeric, sarsaparilla root, althea root, rosehips, juniper berries","chicken,turkey,fish,egg",35,17,7,4,12,1.3,1.0,2.6,0.9,0.2,0.15,425,3545,regular,"grain-free,high-protein,highest-protein,all-life-stages",11.34,110.99,9.79,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dw1c452eec/ACA%20Highest%20Protein/Wild%20Prairie/Wild%20Prairie%20Dog%20Front%20Pack.png,https://www.petvalu.ca/product/acana-highest-protein-wild-prairie-recipe-dog-food/FCM04354,2026-03-03
Acana-Highest-Protein-Pacifica,Acana,Highest Protein,dry,all,all,"Herring,Salmon,Flounder,Hake,Rockfish",TRUE,"Raw whole herring (13%), raw salmon (13%), raw flounder (7%), herring meal (7%), salmon meal (7%), blue whiting meal (7%), whole red lentils, whole chickpeas, whole green peas, whole green lentils, fish oil (6%), raw whole hake (5%), raw whole rockfish (5%), whole pinto beans, whole yellow peas, pea starch, sunflower oil, lentil fibre, dried kelp, yeast, fresh whole pumpkin, fresh whole butternut squash, fresh whole carrots, fresh whole apples, fresh whole pears, fresh whole zucchini, fresh kale, fresh spinach, fresh turnip greens, fresh beet greens, whole cranberries, whole blueberries, dried chicory root, turmeric, sarsaparilla root, althea root, rosehips, juniper berries",fish,35,17,7,4,12,1.2,1.0,3.0,1.5,0.5,0.3,425,3545,regular,"grain-free,high-protein,highest-protein,all-life-stages,fish-based",11.34,110.99,9.79,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dw2995139e/ACA Highest Protein/Pacifica/Pacifica Dog Front Pack.png,https://www.petvalu.ca/product/acana-highest-protein-pacifica-recipe-dog-food/FCM04355,2026-03-03
Acana-Highest-Protein-Grasslands,Acana,Highest Protein,dry,all,all,"Lamb,Duck,Turkey,Trout,Salmon,Egg",TRUE,"Raw lamb (9%), raw duck (9%), fresh eggs (8%), lamb meal (7%), herring meal (7%), turkey meal (7%), whole red lentils, whole chickpeas, whole green peas, chicken fat (4%), raw turkey (4%), raw trout (4%), raw salmon (4%), raw lamb liver (4%), whole green lentils, whole pinto beans, whole yellow peas, fish oil (2%), lentil fibre, pea starch, raw lamb kidney (0.5%), raw lamb tripe (0.5%), dried kelp, yeast, fresh whole pumpkin, fresh whole butternut squash, fresh whole carrots, fresh whole apples, fresh whole pears, fresh whole zucchini, fresh kale, fresh spinach, fresh turnip greens, fresh beet greens, whole cranberries, whole blueberries, dried chicory root, turmeric, sarsaparilla root, althea root, rosehips, juniper berries","lamb,duck,turkey,fish,egg,chicken",35,17,8,4,12,1.6,1.1,2.3,1.0,0.2,0.15,421,3510,regular,"grain-free,high-protein,highest-protein,all-life-stages",11.34,110.99,9.79,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dw43b139e5/ACA Highest Protein/Grasslands/Grasslands Dog Front Pack.png,https://www.petvalu.ca/product/acana-highest-protein-grasslands-recipe-dog-food/FCM04356,2026-03-03
Acana-Highest-Protein-Ranchlands,Acana,Highest Protein,dry,all,all,"Beef,Lamb,Pork,Trout",TRUE,"Raw beef (10%), raw lamb (9%), raw pork liver (8%), beef meal (7%), lamb meal (7%), pork meal (7%), whole red lentils, whole chickpeas, whole green peas, pork fat (5%), raw pork (5%), raw trout (5%), whole pinto beans, whole green lentils, whole yellow peas, fish oil (3%), raw beef liver (2%), lentil fibre, pea starch, raw beef kidney (1%), raw beef tripe (1%), dried kelp, yeast, salt, fresh whole pumpkin, fresh whole butternut squash, fresh whole carrots, fresh whole apples, fresh whole pears, fresh whole zucchini, fresh kale, fresh spinach, fresh turnip greens, fresh beet greens, whole cranberries, whole blueberries, dried chicory root, turmeric, sarsaparilla root, althea root, rosehips, juniper berries","beef,lamb,pork,fish",35,17,8.5,4,12,1.7,1.2,2.0,1.0,0.2,0.15,419,3493,regular,"grain-free,high-protein,highest-protein,all-life-stages,red-meat",11.34,110.99,9.79,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dwd8d79294/ACA%20Highest%20Protein/Ranchlands/Ranchlands%20Dog%20Front%20Pack.png,https://www.petvalu.ca/product/acana-highest-protein-ranchlands-recipe-dog-food/FCM04357,2026-03-03
Acana-Singles-Lamb-Apple,Acana,Singles,dry,all,all,Lamb,TRUE,"Raw lamb (21%), lamb meal (18%), raw lamb organs (liver, kidney, tripe) (16%), whole chickpeas, whole lentils, fish oil (5%), fresh apples (4%), dehydrated sweet potato (4%), lentil fibre, sunflower oil, salt, dried kelp, fresh whole pumpkin, fresh whole butternut squash, dried chicory root, whole cranberries, whole blueberries, turmeric, milk thistle, burdock root, lavender, marshmallow root, rosehips","lamb,fish",31,17,9,6,12,1.5,1.1,1.2,1.0,0.15,0.1,409,3405,regular,"grain-free,limited-ingredient,singles,all-life-stages",10.8,125.99,11.67,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dw44b9093b/ACA Singles 2023/ACANA Singles Lamb With Apple Recipe Front 10.8kg Canada.png,https://www.petvalu.ca/product/acana-singles-lamb-apple-recipe-dog-food/FCM04872,2026-03-03
Acana-Singles-Duck-Pear,Acana,Singles,dry,all,all,Duck,TRUE,"Raw duck (17%), duck meal (17%), raw duck liver (16%), whole chickpeas, whole lentils, duck fat (8%), dehydrated sweet potato (8%), fresh pears (4%), lentil fibre, fish oil (2%), salt, dried kelp, fresh whole pumpkin, fresh whole butternut squash, dried chicory root, whole cranberries, whole blueberries, turmeric, milk thistle, burdock root, lavender, marshmallow root, rosehips","duck,fish",31,17,9,6,12,1.5,1.1,2.2,0.5,0.1,0.1,409,3405,regular,"grain-free,limited-ingredient,singles,all-life-stages",10.8,125.99,11.67,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dw4beb8981/ACA Singles 2023/ACANA Singles Duck With Pear Recipe Front 10.8kg Canada.png,https://www.petvalu.ca/product/acana-singles-duck-pear-recipe-dog-food/FCM04873,2026-03-03
Acana-Singles-Pork-Squash,Acana,Singles,dry,all,all,Pork,TRUE,"Raw pork (17%), pork meal (17%), raw pork liver (17%), whole chickpeas, whole lentils, pork fat (7%), fresh whole butternut squash (4%), dehydrated sweet potato (4%), lentil fibre, fish oil (2%), dried kelp, salt, fresh whole pumpkin, dried chicory root, whole cranberries, whole blueberries, turmeric, milk thistle, burdock root, lavender, marshmallow root, rosehips","pork,fish",31,17,9,6,12,1.5,1.1,2.3,0.5,0.15,0.1,409,3405,regular,"grain-free,limited-ingredient,singles,all-life-stages",10.8,115.99,10.74,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dwef7cd816/ACA Singles 2023/ACANA Singles Pork With Squash Recipe Front 10.8kg Canada.png,https://www.petvalu.ca/product/acana-singles-pork-squash-recipe-dog-food/FCM04874,2026-03-03
Acana-Healthy-Grains-Puppy,Acana,Healthy Grains,dry,puppy,all,"Chicken,Turkey,Herring,Egg",FALSE,"Fresh chicken (17%), chicken meal (17%), oat groats, whole sorghum, whole millet, chicken fat (7%), whole oats, fresh eggs (6%), fresh chicken giblets (heart, liver) (6%), turkey meal (5%), herring meal (5%), raw whole herring (4%), ground miscanthus grass, fish oil (2%), raw turkey (0.5%), raw turkey liver (0.5%), salt, dried kelp, potassium chloride, fresh whole pumpkin, fresh whole butternut squash, fresh apples, fresh carrots, fresh pears, fresh zucchini, fresh beet greens, fresh kale, fresh spinach, fresh turnip greens, whole cranberries, whole blueberries, whole saskatoon berries, dried chicory root, burdock root, lavender, marshmallow root, milk thistle, rosehips, turmeric root","chicken,turkey,fish,egg,grain",31,20,8,5,12,1.4,1.0,3.8,1.0,0.3,0.4,435,3625,regular,"grain-inclusive,healthy-grains,puppy",10.21,91.99,9.01,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dwb9a8cb0d/ACA%20Healthy%20Grains%20Refresh%202023/Puppy/NS_Healthy%20Grains-PDP-Puppy1.png,https://www.petvalu.ca/product/acana-healthy-grains-recipe-puppy-dog-food/FCM04875,2026-03-03
Acana-Healthy-Grains-Sea-to-Farm-Puppy,Acana,Healthy Grains,dry,puppy,all,"Salmon,Herring,Pork",FALSE,"Raw salmon (19%), herring meal (18%), oat groats, whole sorghum, pork fat (11%), whole millet, pork meal (5%), pollock meal (5%), whole oats, raw pork (4%), pork liver (3%), ground miscanthus grass, salt, dried kelp, potassium chloride, fresh whole pumpkin, fresh whole butternut squash, fresh whole apples, fresh whole carrots, fresh whole pears, fresh whole zucchini, fresh kale, fresh spinach, fresh turnip greens, fresh beet greens, whole cranberries, whole blueberries, whole saskatoon berries, dried chicory root, burdock root, lavender, marshmallow root, milk thistle, rosehips, turmeric root","fish,pork,grain",31,20,8,5,12,1.3,1.0,2.5,0.8,0.3,0.2,413,3625,regular,"grain-inclusive,healthy-grains,puppy,poultry-free",10.21,96.99,9.5,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dw3f23cc09/ACA Healthy Grains Refresh 2023/Sea to Farm/ACANA Healthy Grains Puppy Sea & Farm Recipe 10.2kg Front Canada.png,https://www.petvalu.ca/product/acana-healthy-grains-sea-to-farm-puppy-recipe-dog-food/FCM07542,2026-03-03
Acana-Healthy-Grains-Free-Run-Poultry,Acana,Healthy Grains,dry,adult,all,"Chicken,Turkey,Egg",FALSE,"Fresh chicken (17%), chicken meal (16.5%), oat groats, whole sorghum, whole millet, turkey meal (7%), chicken fat (6%), whole oats, fresh eggs (4%), raw turkey (4%), fresh chicken giblets (heart, liver) (4%), ground miscanthus grass, fish oil (1%), raw turkey liver (0.5%), salt, dried kelp, potassium chloride, fresh whole pumpkin, fresh whole butternut squash, fresh apples, fresh carrots, fresh pears, fresh zucchini, fresh beet greens, fresh kale, fresh spinach, fresh turnip greens, whole cranberries, whole blueberries, whole saskatoon berries, dried chicory root, burdock root, lavender, marshmallow root, milk thistle, rosehips, turmeric root","chicken,turkey,fish,egg,grain",29,17,8,4,12,1.4,1.0,3.5,0.6,0.15,0.2,421,3510,regular,"grain-inclusive,healthy-grains,adult",10.21,89.99,8.81,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dw6c3c4619/ACA%20Healthy%20Grains%20Refresh%202023/FRP/NS_Healthy%20Grains-PDP-Chicken1.png,https://www.petvalu.ca/product/acana-healthy-grains-free-run-poultry-recipe-dog-food/FCM04878,2026-03-03
Acana-Healthy-Grains-Red-Meat,Acana,Healthy Grains,dry,adult,all,"Beef,Pork",FALSE,"Raw beef (13%), beef meal (13%), oat groats, whole sorghum, whole millet, pork meal (10%), pork fat (7%), whole oats, raw pork (6%), raw pork organs (liver, kidney) (5%), raw beef organs (liver, kidney) (4%), ground miscanthus grass, fish oil (2%), salt, potassium chloride, dried kelp, fresh whole pumpkin, fresh whole butternut squash, fresh apples, fresh carrots, fresh pears, fresh zucchini, fresh beet greens, fresh kale, fresh spinach, fresh turnip greens, whole cranberries, whole blueberries, whole saskatoon berries, dried chicory root, burdock root, lavender, marshmallow root, milk thistle, rosehips, turmeric root","beef,pork,fish,grain",29,17,8,4,12,1.7,1.2,2.5,0.5,0.1,0.2,421,3510,regular,"grain-inclusive,healthy-grains,adult,red-meat",10.21,97.99,9.6,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dw7bfed0f3/ACA Healthy Grains Refresh 2023/RedMeat/NS_Healthy Grains-PDP-Beef1.png,https://www.petvalu.ca/product/acana-healthy-grains-red-meat-recipe-dog-food/FCM04877,2026-03-03
Acana-Healthy-Grains-Sea-to-Stream,Acana,Healthy Grains,dry,adult,all,"Salmon,Pollock,Herring,Trout",FALSE,"Raw salmon (19%), pollock meal (18%), oat groats, whole sorghum, whole millet, pork fat (8%), herring meal (7%), whole oats, raw whole herring (4%), raw trout (4%), ground miscanthus grass, salt, dried kelp, potassium chloride, fresh whole pumpkin, fresh whole butternut squash, fresh whole apples, fresh whole carrots, fresh whole pears, fresh whole zucchini, fresh kale, fresh spinach, fresh turnip greens, fresh beet greens, whole cranberries, whole blueberries, whole saskatoon berries, dried chicory root, burdock root, lavender, marshmallow root, milk thistle, rosehips, turmeric root","fish,pork,grain",29,17,9,4,12,1.5,1.1,2.0,0.8,0.3,0.2,417,3475,regular,"grain-inclusive,healthy-grains,adult,fish-based",10.21,93.99,9.21,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dwe93d5bb0/ACA Healthy Grains Refresh 2023/Sea to Stream/ACANA Healthy Grains Sea To Stream Recipe 10.2kg Front Canada.png,https://www.petvalu.ca/product/acana-healthy-grains-sea-to-stream-recipe-dog-food/FCM07543,2026-03-03
Acana-Healthy-Grains-Large-Breed,Acana,Healthy Grains,dry,adult,large,"Chicken,Turkey,Egg",FALSE,"Fresh chicken (19.5%), chicken meal (19%), oat groats, whole sorghum, whole millet, turkey meal (5%), whole oats, fresh chicken giblets (heart, liver) (4%), fresh eggs (4%), raw turkey (4%), chicken fat (3%), ground miscanthus grass, fish oil (1%), raw turkey liver (0.5%), salt, dried kelp, potassium chloride, fresh whole pumpkin, fresh whole butternut squash, fresh apples, fresh carrots, fresh pears, fresh zucchini, fresh beet greens, fresh kale, fresh spinach, fresh turnip greens, fresh whole cranberries, fresh whole blueberries, fresh whole saskatoon berries, dried chicory root, burdock root, lavender, marshmallow root, milk thistle, rosehips, turmeric root","chicken,turkey,fish,egg,grain",29,15,8,5,12,1.4,1.1,3.5,0.5,0.1,0.2,405,3375,large,"grain-inclusive,healthy-grains,adult,large-breed",10.21,89.99,8.81,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dwb4308c6c/ACA%20Healthy%20Grains%20Refresh%202023/Large%20Breed/NS_Healthy%20Grains-PDP-Large%20Brd.png,https://www.petvalu.ca/product/acana-healthy-grains-large-breed-recipe-dog-food/FCM04876,2026-03-03
Acana-Puppy-Small-Breed,Acana,Puppy,dry,puppy,small,"Chicken,Turkey,Herring,Hake,Egg",TRUE,"Fresh chicken (18%), chicken meal (18%), whole red lentils, whole green peas, fresh chicken giblets (liver, heart) (7%), chicken fat (7%), turkey meal (4%), fresh eggs (4%), raw hake (4%), herring meal (4%), fish oil (3%), whole green lentils, whole chickpeas, whole yellow peas, lentil fibre, pea starch, raw turkey livers (1%), salt, dried kelp, fresh whole pumpkin, fresh whole butternut squash, fresh whole carrots, fresh whole apples, fresh whole pears, fresh whole zucchini, dried chicory root, fresh kale, fresh spinach, fresh turnip greens, fresh beet greens, whole cranberries, whole blueberries, whole saskatoon berries, turmeric, milk thistle, burdock root, lavender, marshmallow root, rosehips","chicken,turkey,fish,egg",33,20,7,5,12,1.5,1.1,2.7,1.0,0.3,0.3,439,3660,small,"grain-free,puppy,small-breed",5.99,58.99,9.85,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dwe90a5534/ACA%20Dog%20Refresh%202023/Puppy%20Small%20Breed/NS_ACANA%20Dog-PDP-English_PuppySmall_2.png?sw=450,https://www.petvalu.ca/product/acana-puppy-small-breed-recipe-dog-food/FCM04345,2026-03-03
Acana-Puppy-Recipe,Acana,Puppy,dry,puppy,all,"Chicken,Turkey,Herring,Hake,Egg",TRUE,"Fresh chicken (18%), chicken meal (18%), whole red lentils, whole green peas, fresh chicken giblets (liver, heart) (7%), chicken fat (7%), turkey meal (4%), fresh eggs (4%), raw hake (4%), herring meal (4%), fish oil (3%), whole green lentils, whole chickpeas, whole yellow peas, lentil fibre, pea starch, raw turkey livers (1%), salt, dried kelp, fresh whole pumpkin, fresh whole butternut squash, fresh whole carrots, fresh whole apples, fresh whole pears, fresh whole zucchini, dried chicory root, fresh kale, fresh spinach, fresh turnip greens, fresh beet greens, whole cranberries, whole blueberries, whole saskatoon berries, turmeric, milk thistle, burdock root, lavender, marshmallow root, rosehips","chicken,turkey,fish,egg",33,20,7,5,12,1.5,1.1,2.7,1.0,0.3,0.3,439,3660,regular,"grain-free,puppy,medium-breed",11.34,90.99,8.02,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dwf88ca9ee/ACA%20Dog%20Refresh%202023/Puppy/ACANA%20Puppy%20Recipe%20Front%2011.4kg%20Canada.png,https://www.petvalu.ca/product/acana-puppy-recipe-dog-food/FCM04346,2026-03-03
Acana-Puppy-Large-Breed,Acana,Puppy,dry,puppy,large,"Chicken,Turkey,Herring,Hake,Egg",TRUE,"Fresh chicken (22%), chicken meal (21%), whole red lentils, whole green peas, fresh chicken giblets (liver, heart) (6.5%), fresh eggs (4%), raw hake (4%), fish oil (4%), herring meal (4%), whole chickpeas, pea starch, turkey meal (2%), whole green lentils, whole yellow peas, chicken fat (2%), lentil fibre, raw turkey liver (0.5%), salt, dried kelp, fresh whole apples, fresh whole butternut squash, fresh whole carrots, fresh whole pears, fresh whole pumpkin, fresh whole zucchini, dried chicory root, fresh kale, fresh spinach, fresh turnip greens, fresh beet greens, whole blueberries, whole cranberries, whole saskatoon berries, burdock root, lavender, marshmallow root, milk thistle, rosehips, turmeric","chicken,turkey,fish,egg",33,15,7,6,12,1.4,1.0,2.4,1.2,0.4,0.4,405,3375,large,"grain-free,puppy,large-breed",11.34,90.99,8.02,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dw29403ac5/ACA%20Dog%20Refresh%202023/Puppy%20Large%20Breed/ACANA%20%20Puppy%20Large%20Breed%20Recipe%20Front%2011.4kg%20Canada.png?sw=450,https://www.petvalu.ca/product/acana-puppy-large-breed-recipe-dog-food/FCM04347,2026-03-03
Acana-Adult-Small-Breed,Acana,Adult,dry,adult,small,"Chicken,Turkey,Herring,Hake,Egg",TRUE,"Fresh chicken (14%), chicken meal (14%), whole red lentils, whole green peas, whole chickpeas, turkey meal (6.5%), chicken fat (6%), fresh chicken giblets (liver, heart) (4%), fresh egg (4%), raw hake (4%), fish oil (4%), herring meal (3%), whole green lentils, whole yellow peas, lentil fibre, pea starch, raw turkey liver (0.5%), salt, dried kelp, fresh whole pumpkin, fresh whole butternut squash, fresh whole carrots, fresh whole apples, fresh whole pears, fresh whole zucchini, dried chicory root, fresh kale, fresh spinach, fresh turnip greens, fresh beet greens, whole cranberries, whole blueberries, whole saskatoon berries, turmeric, milk thistle, burdock root, lavender, marshmallow root, rosehips","chicken,turkey,fish,egg",31,17,7,5,12,1.4,1.1,2.6,1.0,0.15,0.15,421,3510,small,"grain-free,adult,small-breed",5.99,60.99,10.18,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dwc33d0c74/ACA Dog Refresh 2023/Adult Small Breed/ACANA Adult Dog Small breed Recipe Front 6kg Canada.png,https://www.petvalu.ca/product/acana-adult-small-breed-recipe-dog-food/FCM04348,2026-03-03
Acana-Adult-Dog,Acana,Adult,dry,adult,all,"Chicken,Turkey,Herring,Hake,Egg",TRUE,"Fresh chicken (13%), chicken meal (13%), whole red lentils, whole green peas, whole chickpeas, fresh chicken giblets (liver, heart) (6.5%), turkey meal (6.5%), chicken fat (6%), fresh eggs (4%), raw hake (4%), lentil fibre, pea starch, fish oil (3%), whole green lentils, whole yellow peas, herring meal (3%), raw turkey livers (1%), salt, dried kelp, fresh whole apples, fresh whole butternut squash, fresh whole carrots, fresh whole pears, fresh whole pumpkin, fresh whole zucchini, dried chicory root, fresh beet greens, fresh kale, fresh spinach, fresh turnip greens, whole blueberries, whole cranberries, whole saskatoon berries, burdock root, lavender, marshmallow root, milk thistle, rosehips, turmeric","chicken,turkey,fish,egg",29,17,7,5,12,1.3,1.0,2.6,0.8,0.1,0.1,421,3510,regular,"grain-free,adult,medium-breed",11.34,94.99,8.38,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dw4a8d570a/ACA%20Dog%20Refresh%202023/Adult%20Dog/ACANA%20Adult%20Dog%20Recipe%20Front%2011.4kg%20Canada.png,https://www.petvalu.ca/product/acana-adult-dog-recipe-dog-food/FCM04349,2026-03-03
Acana-Adult-Large-Breed,Acana,Adult,dry,adult,large,"Chicken,Turkey,Herring,Hake,Egg",TRUE,"Fresh chicken (16%), chicken meal (15%), whole red lentils, whole green peas, turkey meal (7%), whole chickpeas, fresh chicken giblets (liver, heart) (4%), chicken fat (4%), fresh eggs (4%), raw hake (4%), fish oil (3%), herring meal (2.5%), whole green lentils, whole yellow peas, lentil fibre, pea starch, raw turkey livers (0.5%), salt, dried kelp, fresh whole pumpkin, fresh whole butternut squash, fresh whole carrots, fresh whole apples, fresh whole pears, fresh whole zucchini, dried chicory root, fresh kale, fresh spinach, fresh turnip greens, fresh beet greens, whole cranberries, whole blueberries, whole saskatoon berries, turmeric, milk thistle, burdock root, lavender, marshmallow root, rosehips","chicken,turkey,fish,egg",31,15,7,6,12,1.4,1.1,2.4,0.8,0.1,0.1,405,3375,large,"grain-free,adult,large-breed",17.01,121.99,7.17,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dw54143c9e/ACA%20Dog%20Refresh%202023/Adult%20Large%20Breed/ACANA%20Adult%20Dog%20Large%20Breed%20Recipe%20Front%2011.4kg%20Canada.png,https://www.petvalu.ca/product/acana-adult-large-breed-recipe-dog-food/FCM04350,2026-03-03
Acana-Sport-Agility,Acana,Sport & Agility,dry,adult,all,"Chicken,Turkey,Herring,Hake,Egg",TRUE,"Fresh chicken (21%), chicken meal (20%), whole red lentils, whole green peas, chicken fat (8%), turkey meal (7%), fresh chicken giblets (liver, heart) (4%), fresh eggs (4%), raw hake (4%), fish oil (3.5%), herring meal (3%), whole chickpeas, whole green lentils, whole yellow peas, pea starch, raw turkey liver (0.5%), salt, dried kelp, fresh whole pumpkin, fresh whole butternut squash, fresh whole carrots, fresh whole apples, fresh whole pears, fresh whole zucchini, dried chicory root, fresh kale, fresh spinach, fresh turnip greens, fresh beet greens, whole cranberries, whole blueberries, whole saskatoon berries, turmeric, milk thistle, burdock root, lavender, marshmallow root, rosehips","chicken,turkey,fish,egg",35,22,8,5,12,1.7,1.1,2.7,0.8,0.15,0.15,447,3725,regular,"grain-free,high-protein,sport,high-fat,active-dog",11.34,95.99,8.46,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dw67fe6a7c/ACA%20Dog%20Refresh%202023/Sport%20%26%20Agility/ACANA%20Dog%20Sport%20%26%20Agility%20%20Recipe%20Front%2011.4kg%20Canada.png?sw=450,https://www.petvalu.ca/product/acana-sport-agility-recipe-dog-food/FCM04351,2026-03-03
Acana-Light-Fit,Acana,Light & Fit,dry,adult,all,"Chicken,Turkey,Herring,Hake,Egg",TRUE,"Fresh chicken (21%), chicken meal (20%), whole red lentils, whole green peas, lentil fibre, fresh chicken giblets (liver, heart) (5%), turkey meal (5%), fresh eggs (4%), raw hake (4%), whole chickpeas, whole green lentils, whole yellow peas, pea starch, herring meal (3%), chicken fat (1.5%), fish oil (1%), raw turkey livers (0.5%), salt, dried kelp, fresh whole pumpkin, fresh whole butternut squash, fresh whole carrots, fresh whole apples, fresh whole pears, fresh whole zucchini, dried chicory root, fresh kale, fresh spinach, fresh turnip greens, fresh beet greens, whole cranberries, whole blueberries, whole saskatoon berries, turmeric, milk thistle, burdock root, lavender, marshmallow root, rosehips","chicken,turkey,fish,egg",35,11,7,8,12,1.4,1.0,2.2,0.4,0.1,0.1,368,3070,regular,"grain-free,light,weight-management,high-protein,low-fat",11.34,95.99,8.46,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dw819f8ae4/ACA%20Dog%20Refresh%202023/Light%20&%20Fit/ACANA%20Dog%20Light%20and%20Fit%20Recipe%20Front%2011.4kg%20Canada.png,https://www.petvalu.ca/product/acana-light-fit-recipe-dog-food/FCM04352,2026-03-03
Acana-Senior,Acana,Senior,dry,senior,all,"Chicken,Turkey,Herring,Hake,Egg",TRUE,"Fresh chicken (19%), chicken meal (18%), whole red lentils, whole green peas, turkey meal (6%), whole chickpeas, fresh chicken giblets (liver, heart) (5%), lentil fibre, fresh eggs (4%), raw hake (4%), fish oil (4%), herring meal (3%), whole green lentils, whole yellow peas, pea starch, chicken fat (1%), raw turkey livers (1%), dried kelp, fresh whole pumpkin, fresh whole butternut squash, fresh whole carrots, fresh whole apples, fresh whole pears, fresh whole zucchini, dried chicory root, fresh kale, fresh spinach, fresh turnip greens, fresh beet greens, whole cranberries, whole blueberries, whole saskatoon berries, turmeric, milk thistle, burdock root, lavender, marshmallow root, rosehips","chicken,turkey,fish,egg",33,14,7,6,12,1.5,1.1,2.2,0.8,0.15,0.15,399,3325,regular,"grain-free,senior,high-protein,low-fat",11.34,95.99,8.46,PetValu.ca,https://www.acana.com/dw/image/v2/BFDW_PRD/on/demandware.static/-/Sites-acana-na-master-catalog/en_CA/dwe52fdae3/ACA Dog Refresh 2023/Senior/ACANA Dog Senior Recipe Front 11.4kg Canada.png,https://www.petvalu.ca/product/acana-senior-recipe-dog-food/FCM04353,2026-03-03
